
Using:

java: 8.0.232-open
# JMH version: 1.21
# VM version: JDK 1.8.0_232, OpenJDK 64-Bit Server VM, 25.232-b09
# VM invoker: /home/gardziol/.sdkman/candidates/java/8.0.232-open/jre/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Primitives, fileName = /primitives/primitives-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 394,821 ns/op
# Warmup Iteration   2: 365,711 ns/op
# Warmup Iteration   3: 370,511 ns/op
Iteration  19: 3231,721 ns/op
Iteration  20: 3220,811 ns/op
Iteration  21: 3319,482 ns/op
Iteration  22: 3240,273 ns/op
Iteration  23: 3240,680 ns/op
Iteration  24: 3215,163 ns/op
Iteration  25: 3221,062 ns/op
Iteration  26: 3224,168 ns/op
Iteration  27: 3260,801 ns/op
Iteration  28: 3273,868 ns/op
Iteration  29: 3217,345 ns/op
Iteration  30: 3220,369 ns/op
Iteration  31: 3216,389 ns/op
Iteration  32: 3213,739 ns/op
Iteration  33: 3357,091 ns/op
Iteration  34: 3313,801 ns/op
Iteration  35: 3219,356 ns/op
Iteration  36: 3219,271 ns/op
Iteration  37: 3220,478 ns/op
Iteration  38: 3215,803 ns/op
Iteration  39: 3315,581 ns/op
Iteration  40: 3225,619 ns/op
Iteration  41: 3218,666 ns/op
Iteration  42: 3227,057 ns/op
Iteration  43: 3308,811 ns/op
Iteration  44: 3216,466 ns/op
Iteration  45: 3312,764 ns/op
Iteration  46: 3231,108 ns/op
Iteration  47: 3216,476 ns/op
Iteration  48: 3314,447 ns/op
Iteration  49: 3217,249 ns/op
Iteration  50: 3216,692 ns/op
Iteration  51: 3215,899 ns/op
Iteration  52: 3222,991 ns/op
Iteration  53: 3246,583 ns/op
Iteration  54: 3247,881 ns/op
Iteration  55: 3219,394 ns/op
Iteration  56: 3260,160 ns/op
Iteration  57: 3214,338 ns/op
Iteration  58: 3222,266 ns/op
Iteration  59: 3218,436 ns/op
Iteration  60: 3244,531 ns/op
Iteration  61: 3349,289 ns/op
Iteration  62: 3229,468 ns/op
Iteration  63: 3312,628 ns/op
Iteration  64: 3229,650 ns/op
Iteration  65: 3314,322 ns/op
Iteration  66: 3229,028 ns/op
Iteration  67: 3323,426 ns/op
Iteration  68: 3224,349 ns/op
Iteration  69: 3218,795 ns/op
Iteration  70: 3217,843 ns/op
Iteration  71: 3221,078 ns/op
Iteration  72: 3364,478 ns/op
Iteration  73: 3224,015 ns/op
Iteration  74: 3422,575 ns/op
Iteration  75: 3219,522 ns/op
Iteration  76: 3219,880 ns/op
Iteration  77: 3233,818 ns/op
Iteration  78: 3243,072 ns/op
Iteration  79: 3236,622 ns/op
Iteration  80: 3312,015 ns/op
Iteration  81: 3312,863 ns/op
Iteration  82: 3213,955 ns/op
Iteration  83: 3225,981 ns/op
Iteration  84: 3221,601 ns/op
Iteration  85: 3218,961 ns/op
Iteration  86: 3214,724 ns/op
Iteration  87: 3218,393 ns/op
Iteration  88: 3218,820 ns/op
Iteration  89: 3219,667 ns/op
Iteration  90: 3213,127 ns/op
Iteration  91: 3217,812 ns/op
Iteration  92: 3257,200 ns/op
Iteration  93: 3243,843 ns/op
Iteration  94: 3323,513 ns/op
Iteration  95: 3219,180 ns/op
Iteration  96: 3223,213 ns/op
Iteration  97: 3214,783 ns/op
Iteration  98: 3219,876 ns/op
Iteration  99: 3222,125 ns/op
Iteration 100: 3219,177 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  3245,499 ±(99.9%) 14,506 ns/op [Average]
  (min, avg, max) = (3213,127, 3245,499, 3422,575), stdev = 42,770
  CI (99.9%): [3230,994, 3260,005] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                          (className)                (fileName)  Mode  Cnt     Score    Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Objects  /objects/objects-20.json  avgt  100  3245,499 ± 14,506  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-2.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 482,828 ns/op
# Warmup Iteration   2: 446,584 ns/op
# Warmup Iteration   3: 442,051 ns/op
Iteration   1: 458,064 ns/op
Iteration   2: 441,218 ns/op
Iteration   3: 446,459 ns/op
Iteration   4: 453,930 ns/op
Iteration   5: 445,248 ns/op
Iteration   6: 451,305 ns/op
Iteration   7: 442,533 ns/op
Iteration   8: 444,647 ns/op
Iteration   9: 442,567 ns/op
Iteration  10: 452,289 ns/op
Iteration  11: 446,936 ns/op
Iteration  12: 451,667 ns/op
Iteration  13: 440,531 ns/op
Iteration  14: 444,030 ns/op
Iteration  15: 453,376 ns/op
Iteration  16: 440,806 ns/op
Iteration  17: 446,392 ns/op
Iteration  18: 447,580 ns/op
Iteration  19: 442,149 ns/op
Iteration  20: 442,229 ns/op
Iteration  21: 443,342 ns/op
Iteration  22: 440,923 ns/op
Iteration  23: 440,772 ns/op
Iteration  24: 440,770 ns/op
Iteration  25: 441,127 ns/op
Iteration  26: 440,173 ns/op
Iteration  27: 440,143 ns/op
Iteration  28: 440,456 ns/op
Iteration  29: 440,974 ns/op
Iteration  30: 440,737 ns/op
Iteration  31: 440,241 ns/op
Iteration  32: 444,094 ns/op
Iteration  33: 446,303 ns/op
Iteration  34: 451,674 ns/op
Iteration  35: 447,656 ns/op
Iteration  36: 445,924 ns/op
Iteration  37: 457,046 ns/op
Iteration  38: 448,675 ns/op
Iteration  39: 450,052 ns/op
Iteration  40: 440,429 ns/op
Iteration  41: 451,909 ns/op
Iteration  42: 441,565 ns/op
Iteration  43: 444,846 ns/op
Iteration  44: 444,843 ns/op
Iteration  45: 444,957 ns/op
Iteration  46: 440,951 ns/op
Iteration  47: 447,602 ns/op
Iteration  48: 441,670 ns/op
Iteration  49: 440,673 ns/op
Iteration  50: 449,899 ns/op
Iteration  51: 442,356 ns/op
Iteration  52: 443,297 ns/op
Iteration  53: 454,690 ns/op
Iteration  54: 444,363 ns/op
Iteration  55: 443,761 ns/op
Iteration  56: 442,206 ns/op
Iteration  57: 440,238 ns/op
Iteration  58: 444,520 ns/op
Iteration  59: 453,913 ns/op
Iteration  60: 448,204 ns/op
Iteration  61: 442,687 ns/op
Iteration  62: 446,113 ns/op
Iteration  63: 445,508 ns/op
Iteration  64: 441,686 ns/op
Iteration  65: 440,621 ns/op
Iteration  66: 440,999 ns/op
Iteration  67: 441,559 ns/op
Iteration  68: 440,633 ns/op
Iteration  69: 444,474 ns/op
Iteration  70: 458,776 ns/op
Iteration  71: 446,331 ns/op
Iteration  72: 440,223 ns/op
Iteration  73: 446,778 ns/op
Iteration  74: 445,090 ns/op
Iteration  75: 445,452 ns/op
Iteration  76: 451,124 ns/op
Iteration  77: 442,673 ns/op
Iteration  78: 441,988 ns/op
Iteration  79: 440,444 ns/op
Iteration  80: 440,394 ns/op
Iteration  81: 440,367 ns/op
Iteration  82: 440,738 ns/op
Iteration  83: 441,309 ns/op
Iteration  84: 441,214 ns/op
Iteration  85: 441,813 ns/op
Iteration  86: 452,327 ns/op
Iteration  87: 440,469 ns/op
Iteration  88: 443,359 ns/op
Iteration  89: 440,561 ns/op
Iteration  90: 440,294 ns/op
Iteration  91: 440,331 ns/op
Iteration  92: 441,241 ns/op
Iteration  93: 446,027 ns/op
Iteration  94: 448,256 ns/op
Iteration  95: 445,627 ns/op
Iteration  96: 445,293 ns/op
Iteration  97: 456,138 ns/op
Iteration  98: 447,661 ns/op
Iteration  99: 446,084 ns/op
Iteration 100: 446,030 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  444,906 ±(99.9%) 1,578 ns/op [Average]
  (min, avg, max) = (440,143, 444,906, 458,776), stdev = 4,653
  CI (99.9%): [443,328, 446,484] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)           (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-2.json  avgt  100  444,906 ± 1,578  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-6.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1013,687 ns/op
# Warmup Iteration   2: 955,310 ns/op
# Warmup Iteration   3: 947,166 ns/op
Iteration   1: 977,282 ns/op
Iteration   2: 948,486 ns/op
Iteration   3: 986,061 ns/op
Iteration   4: 965,252 ns/op
Iteration   5: 945,105 ns/op
Iteration   6: 946,466 ns/op
Iteration   7: 991,060 ns/op
Iteration   8: 986,152 ns/op
Iteration   9: 944,437 ns/op
Iteration  10: 986,627 ns/op
Iteration  11: 980,068 ns/op
Iteration  12: 980,978 ns/op
Iteration  13: 945,601 ns/op
Iteration  14: 945,022 ns/op
Iteration  15: 944,764 ns/op
Iteration  16: 961,852 ns/op
Iteration  17: 945,683 ns/op
Iteration  18: 946,001 ns/op
Iteration  19: 946,828 ns/op
Iteration  20: 947,781 ns/op
Iteration  21: 944,211 ns/op
Iteration  22: 945,757 ns/op
Iteration  23: 943,509 ns/op
Iteration  24: 944,071 ns/op
Iteration  25: 943,422 ns/op
Iteration  26: 962,147 ns/op
Iteration  27: 942,854 ns/op
Iteration  28: 961,774 ns/op
Iteration  29: 942,596 ns/op
Iteration  30: 961,597 ns/op
Iteration  31: 964,110 ns/op
Iteration  32: 958,342 ns/op
Iteration  33: 945,788 ns/op
Iteration  34: 944,137 ns/op
Iteration  35: 944,059 ns/op
Iteration  36: 943,669 ns/op
Iteration  37: 945,812 ns/op
Iteration  38: 945,160 ns/op
Iteration  39: 943,576 ns/op
Iteration  40: 954,794 ns/op
Iteration  41: 969,114 ns/op
Iteration  42: 943,635 ns/op
Iteration  43: 944,806 ns/op
Iteration  44: 962,727 ns/op
Iteration  45: 945,200 ns/op
Iteration  46: 943,082 ns/op
Iteration  47: 944,997 ns/op
Iteration  48: 960,491 ns/op
Iteration  49: 962,378 ns/op
Iteration  50: 944,331 ns/op
Iteration  51: 962,098 ns/op
Iteration  52: 971,583 ns/op
Iteration  53: 944,888 ns/op
Iteration  54: 943,696 ns/op
Iteration  55: 946,932 ns/op
Iteration  56: 947,923 ns/op
Iteration  57: 957,121 ns/op
Iteration  58: 943,904 ns/op
Iteration  59: 946,651 ns/op
Iteration  60: 965,674 ns/op
Iteration  61: 944,189 ns/op
Iteration  62: 964,711 ns/op
Iteration  63: 946,562 ns/op
Iteration  64: 970,152 ns/op
Iteration  65: 974,746 ns/op
Iteration  66: 945,769 ns/op
Iteration  67: 957,487 ns/op
Iteration  68: 948,101 ns/op
Iteration  69: 944,183 ns/op
Iteration  70: 943,184 ns/op
Iteration  71: 944,334 ns/op
Iteration  72: 943,452 ns/op
Iteration  73: 942,167 ns/op
Iteration  74: 943,444 ns/op
Iteration  75: 943,368 ns/op
Iteration  76: 945,223 ns/op
Iteration  77: 948,621 ns/op
Iteration  78: 947,365 ns/op
Iteration  79: 996,987 ns/op
Iteration  80: 964,531 ns/op
Iteration  81: 943,351 ns/op
Iteration  82: 943,893 ns/op
Iteration  83: 965,905 ns/op
Iteration  84: 944,557 ns/op
Iteration  85: 964,618 ns/op
Iteration  86: 964,728 ns/op
Iteration  87: 964,843 ns/op
Iteration  88: 944,547 ns/op
Iteration  89: 943,401 ns/op
Iteration  90: 943,897 ns/op
Iteration  91: 949,658 ns/op
Iteration  92: 944,757 ns/op
Iteration  93: 945,633 ns/op
Iteration  94: 944,884 ns/op
Iteration  95: 965,627 ns/op
Iteration  96: 944,680 ns/op
Iteration  97: 942,704 ns/op
Iteration  98: 945,550 ns/op
Iteration  99: 947,258 ns/op
Iteration 100: 950,157 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  953,173 ±(99.9%) 4,403 ns/op [Average]
  (min, avg, max) = (942,167, 953,173, 996,987), stdev = 12,983
  CI (99.9%): [948,770, 957,577] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)           (fileName)  Mode  Cnt    Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-6.json  avgt  100  953,173 ± 4,403  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-10.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 1690,949 ns/op
# Warmup Iteration   2: 1591,410 ns/op
# Warmup Iteration   3: 1612,152 ns/op
Iteration   1: 1601,568 ns/op
Iteration   2: 1587,286 ns/op
Iteration   3: 1652,738 ns/op
Iteration   4: 1609,430 ns/op
Iteration   5: 1608,371 ns/op
Iteration   6: 1571,195 ns/op
Iteration   7: 1599,440 ns/op
Iteration   8: 1586,854 ns/op
Iteration   9: 1571,932 ns/op
Iteration  10: 1569,482 ns/op
Iteration  11: 1572,684 ns/op
Iteration  12: 1613,238 ns/op
Iteration  13: 1634,075 ns/op
Iteration  14: 1567,819 ns/op
Iteration  15: 1577,767 ns/op
Iteration  16: 1612,401 ns/op
Iteration  17: 1560,097 ns/op
Iteration  18: 1561,188 ns/op
Iteration  19: 1561,715 ns/op
Iteration  20: 1565,315 ns/op
Iteration  21: 1567,202 ns/op
Iteration  22: 1617,973 ns/op
Iteration  23: 1589,787 ns/op
Iteration  24: 1577,661 ns/op
Iteration  25: 1559,840 ns/op
Iteration  26: 1561,285 ns/op
Iteration  27: 1589,503 ns/op
Iteration  28: 1590,915 ns/op
Iteration  29: 1597,352 ns/op
Iteration  30: 1604,248 ns/op
Iteration  31: 1607,956 ns/op
Iteration  32: 1562,028 ns/op
Iteration  33: 1562,944 ns/op
Iteration  34: 1568,165 ns/op
Iteration  35: 1632,555 ns/op
Iteration  36: 1559,689 ns/op
Iteration  37: 1562,159 ns/op
Iteration  38: 1560,396 ns/op
Iteration  39: 1587,886 ns/op
Iteration  40: 1602,998 ns/op
Iteration  41: 1587,762 ns/op
Iteration  42: 1560,687 ns/op
Iteration  43: 1559,501 ns/op
Iteration  44: 1586,260 ns/op
Iteration  45: 1572,835 ns/op
Iteration  46: 1568,855 ns/op
Iteration  47: 1615,990 ns/op
Iteration  48: 1564,001 ns/op
Iteration  49: 1561,348 ns/op
Iteration  50: 1564,148 ns/op
Iteration  51: 1569,480 ns/op
Iteration  52: 1561,544 ns/op
Iteration  53: 1560,644 ns/op
Iteration  54: 1560,812 ns/op
Iteration  55: 1559,507 ns/op
Iteration  56: 1558,994 ns/op
Iteration  57: 1557,723 ns/op
Iteration  58: 1566,280 ns/op
Iteration  59: 1559,280 ns/op
Iteration  60: 1576,533 ns/op
Iteration  61: 1613,581 ns/op
Iteration  62: 1579,721 ns/op
Iteration  63: 1563,867 ns/op
Iteration  64: 1559,471 ns/op
Iteration  65: 1558,959 ns/op
Iteration  66: 1560,867 ns/op
Iteration  67: 1559,844 ns/op
Iteration  68: 1559,263 ns/op
Iteration  69: 1560,337 ns/op
Iteration  70: 1559,903 ns/op
Iteration  71: 1560,465 ns/op
Iteration  72: 1560,114 ns/op
Iteration  73: 1558,074 ns/op
Iteration  74: 1566,053 ns/op
Iteration  75: 1560,773 ns/op
Iteration  76: 1560,614 ns/op
Iteration  77: 1600,956 ns/op
Iteration  78: 1586,210 ns/op
Iteration  79: 1561,652 ns/op
Iteration  80: 1619,788 ns/op
Iteration  81: 1559,229 ns/op
Iteration  82: 1560,918 ns/op
Iteration  83: 1560,633 ns/op
Iteration  84: 1559,800 ns/op
Iteration  85: 1598,034 ns/op
Iteration  86: 1560,121 ns/op
Iteration  87: 1629,266 ns/op
Iteration  88: 1573,220 ns/op
Iteration  89: 1559,562 ns/op
Iteration  90: 1560,368 ns/op
Iteration  91: 1561,105 ns/op
Iteration  92: 1576,137 ns/op
Iteration  93: 1592,742 ns/op
Iteration  94: 1562,820 ns/op
Iteration  95: 1585,572 ns/op
Iteration  96: 1559,625 ns/op
Iteration  97: 1602,280 ns/op
Iteration  98: 1573,230 ns/op
Iteration  99: 1563,118 ns/op
Iteration 100: 1564,249 ns/op


Result "dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark":
  1576,919 ±(99.9%) 7,352 ns/op [Average]
  (min, avg, max) = (1557,723, 1576,919, 1652,738), stdev = 21,679
  CI (99.9%): [1569,566, 1584,271] (assumes normal distribution)


# Run complete. Total time: 00:02:10

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

Benchmark                                        (className)            (fileName)  Mode  Cnt     Score   Error  Units
NoChangesBenchmark.benchmark  dev.jgardo.jackson.model.Mixed  /mixed/mixed-10.json  avgt  100  1576,919 ± 7,352  ns/op
# JMH version: 1.21
# VM version: JDK 11.0.5, OpenJDK 64-Bit Server VM, 11.0.5+10-LTS
# VM invoker: /home/gardziol/.sdkman/candidates/java/11.0.5-zulu/bin/java
# VM options: <none>
# Warmup: 3 iterations, 10 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: dev.jgardo.jackson.benchmark.NoChangesBenchmark.benchmark
# Parameters: (className = dev.jgardo.jackson.model.Mixed, fileName = /mixed/mixed-20.json)

# Run progress: 0,00% complete, ETA 00:02:10
# Fork: 1 of 1
# Warmup Iteration   1: 3909,658 ns/op
# Warmup Iteration   2: 3683,556 ns/op
# Warmup Iteration   3: 3696,366 ns/op
Iteration   1: 3673,385 ns/op
Iteration   2: 3739,991 ns/op
Iteration   3: 3707,404 ns/op
Iteration   4: 3830,398 ns/op
Iteration   5: 3669,712 ns/op
Iteration   6: 3668,004 ns/op
Iteration   7: 3733,527 ns/op
Iteration   8: 3676,451 ns/op
Iteration   9: 3698,316 ns/op
Iteration  10: 3660,025 ns/op
Iteration  11: 3656,005 ns/op
Iteration  12: 3664,438 ns/op
Iteration  13: 3658,233 ns/op
Iteration  14: 3666,228 ns/op
Iteration  15: 3823,678 ns/op
Iteration  16: 3859,277 ns/op
Iteration  17: 3764,711 ns/op
Iteration  18: 3667,556 ns/op
Iteration  19: 3732,606 ns/op
Iteration  20: 3687,505 ns/op
Iteration  21: 3739,276 ns/op
Iteration  22: 3740,754 ns/op
Iteration  23: 3748,383 ns/op
Iteration  24: 3667,593 ns/op
Iteration  25: 3662,410 ns/op
Iteration  26: 3668,582 ns/op
Iteration  27: 3674,497 ns/op
Iteration  28: 3767,647 ns/op
Iteration  29: 3718,494 ns/op
Iteration  30: 3666,243 ns/op
Iteration  31: 3786,445 ns/op
Iteration  32: 3751,264 ns/op
Iteration  33: 3711,045 ns/op
Iteration  34: 3666,313 ns/op
Iteration  35: 3663,854 ns/op
Iteration  36: 3818,485 ns/op
Iteration  37: 3829,608 ns/op
Iteration  38: 3687,915 ns/op
Iteration  39: 3664,026 ns/op
Iteration  40: 3669,074 ns/op
Iteration  41: 3714,779 ns/op
Iteration  42: 3665,604 ns/op
Iteration  43: 3661,284 ns/op
Iteration  44: 3665,003 ns/op
Iteration  45: 3672,040 ns/op
Iteration  46: 3674,411 ns/op
Iteration  47: 3675,460 ns/op
Iteration  48: 3668,249 ns/op
Iteration  49: 3715,600 ns/op
Iteration  50: 3669,720 ns/op
Iteration  51: 3663,715 ns/op
Iteration  52: 3685,408 ns/op
Iteration  53: 3680,279 ns/op
Iteration  54: 3764,590 ns/op
Iteration  55: 3679,979 ns/op
Iteration  56: 3666,958 ns/op
Iteration  57: 3662,442 ns/op
Iteration  58: 3669,144 ns/op
Iteration  59: 3665,384 ns/op
Iteration  60: 3706,353 ns/op
Iteration  61: 3735,257 ns/op
Iteration  62: 3695,293 ns/op
Iteration  63: 3762,764 ns/op
Iteration  64: 3753,455 ns/op
Iteration  65: 3959,428 ns/op
Iteration  66: 3706,135 ns/op
Iteration  67: 3723,431 ns/op
Iteration  68: 3664,374 ns/op
Iteration  69: 3664,635 ns/op
Iteration  70: 3675,611 ns/op
Iteration  71: 3669,936 ns/op
Iteration  72: 3661,138 ns/op
Iteration  73: 3663,932 ns/op
Iteration  74: 3702,357 ns/op
Iteration  75: 3682,562 ns/op
Iteration  76: 3750,923 ns/op
Iteration  77: 3670,439 ns/op
Iteration  78: 3672,181 ns/op
